time_s,time_h,signal_clean,signal_noisy,signal_noisy_resolved
0.0,0.0,0.0,,
40.0,0.011111111111111112,0.011164300998632762,,
80.0,0.022222222222222223,0.022293786441265097,,
120.0,0.03333333333333333,0.03335374934322046,,
160.0,0.044444444444444446,0.044309699523893464,0.3331431426926809,0.0
200.0,0.05555555555555555,0.05512747116339983,0.3375927839333406,0.0
240.0,0.06666666666666667,0.06577332934771665,0.19227742021878594,0.0
280.0,0.07777777777777778,0.07621407527005483,0.0912311202571038,0.0
320.0,0.08888888888888889,0.08641714976039647,0.2186129338738413,0.0
360.0,0.1,0.09635073482034306,0.08982616238205741,0.0
400.0,0.1111111111111111,0.10598385284664098,0.2776719216540219,0.0
440.0,0.12222222222222222,0.11528646323395866,0.4038750147101193,0.0
480.0,0.13333333333333333,0.12422955605566209,0.2054283409724162,0.0
520.0,0.14444444444444443,0.13278524253044832,0.16335487120587622,0.0
560.0,0.15555555555555556,0.14092684199271896,0.021540590220700928,0.0
600.0,0.16666666666666666,0.14862896509547885,0.17959382295314297,0.0
640.0,0.17777777777777778,0.15586759298629482,0.18539958690927913,0.0
680.0,0.18888888888888888,0.16262015220940554,0.24488435883400816,0.0
720.0,0.2,0.16886558510040303,0.394778812900922,0.0
760.0,0.2111111111111111,0.17458441545396197,0.19998506417993037,0.0
800.0,0.2222222222222222,0.1797588092598334,0.12163962245550367,0.0
840.0,0.23333333333333334,0.18437263031770013,0.23894426279363368,0.0
880.0,0.24444444444444444,0.18841149055745937,0.03109250573781545,0.0
920.0,0.25555555555555554,0.1918627949080115,0.09945545346229119,0.0
960.0,0.26666666666666666,0.19471578057463207,-0.01496743951374466,-0.0
1000.0,0.2777777777777778,0.19696155060244164,-0.042768683908799045,-0.0
1040.0,0.28888888888888886,0.1985931016213074,-0.07802506961031139,-0.0
1080.0,0.3,0.19960534568565433,-0.15170593735627427,-0.0
1120.0,0.3111111111111111,0.19999512614107895,-0.04157416003430831,-0.0
1160.0,0.32222222222222224,0.19976122746828684,-0.016859655925586185,-0.0
1200.0,0.3333333333333333,0.19890437907365466,0.0029216297415576914,0.0
1240.0,0.34444444444444444,0.1974272530145976,0.11649929541954826,0.0
1280.0,0.35555555555555557,0.1953344556668336,0.08561877778975507,0.0
1320.0,0.36666666666666664,0.19263251335953163,0.2727837352331713,0.0
1360.0,0.37777777777777777,0.18932985202313926,0.15057299572691452,0.0
1400.0,0.3888888888888889,0.1854367709133575,-0.002565689678611729,-0.0
1440.0,0.4,0.18096541049320392,-0.07970206204837872,-0.0
1480.0,0.4111111111111111,0.1759297145733233,-0.1428311775602909,-0.0
1520.0,0.4222222222222222,0.1703453868286095,-0.1466394523477507,-0.0
1560.0,0.43333333333333335,0.16422984182674083,-0.24851960568444875,-0.0
1600.0,0.4444444444444444,0.15760215072134443,-0.2815191319887279,-0.0
1640.0,0.45555555555555555,0.15048298177914488,-0.26717272488468574,-0.0
1680.0,0.4666666666666667,0.14289453592656065,-0.3406148847114456,-0.0
1720.0,0.4777777777777778,0.13486047751674465,-0.18725505504465045,-0.0
1760.0,0.4888888888888889,0.12640586053297015,-0.0148719348933128,-0.0
1800.0,0.5,0.11755705045849466,-0.06093394124309981,-0.0
1840.0,0.5111111111111111,0.10834164205654798,0.04328436629295271,0.0
1880.0,0.5222222222222223,0.0987883733168462,0.034772522174057775,0.0
1920.0,0.5333333333333333,0.08892703583698547,0.23242113097321512,0.0
1960.0,0.5444444444444444,0.0787883819181902,0.06228373657537293,0.0
2000.0,0.5555555555555556,0.0684040286651337,-0.013765960710691015,-0.0
2040.0,0.5666666666666667,0.057806359388894335,-0.10493495058988965,-0.0
2080.0,0.5777777777777777,0.04702842262051801,-0.13939668776525072,-0.0
2120.0,0.5888888888888889,0.03610382905011198,-0.18273802882608906,-0.0
2160.0,0.6,0.02506664671286082,-0.1214306906786397,-0.0
2200.0,0.6111111111111112,0.013951294748825017,-0.16839887136672835,-0.0
2240.0,0.6222222222222222,0.002792436067828994,-0.20413044269568317,-0.0
2280.0,0.6333333333333333,-0.008375130745839914,-0.34215436712114516,-0.0
2320.0,0.6444444444444445,-0.0195165799518299,-0.2452301637802946,-0.0
2360.0,0.6555555555555556,-0.030597167256807636,-0.20100777236907044,-0.0
2400.0,0.6666666666666666,-0.041582338163551905,-0.22392805341331584,-0.0
2440.0,0.6777777777777778,-0.05243783572817299,-0.18157795314034283,-0.0
2480.0,0.6888888888888889,-0.06312980738942056,-0.30310960183175256,-0.0
2520.0,0.7,-0.07362491053693558,-0.30825068973142583,-0.0
2560.0,0.7111111111111111,-0.08389041648923544,-0.1583130712174314,-0.0
2600.0,0.7222222222222222,-0.09389431255717817,-0.15219224346827884,-0.0
2640.0,0.7333333333333333,-0.10360540187462608,0.041449566442870824,0.0
2680.0,0.7444444444444445,-0.11299340068498763,0.1769852766042131,0.0
2720.0,0.7555555555555555,-0.12202903278025357,0.29293484582673995,0.0
2760.0,0.7666666666666667,-0.13068412079802108,0.30237906443103857,0.0
2800.0,0.7777777777777778,-0.1389316740917995,0.24714133702732355,0.0
2840.0,0.7888888888888889,-0.1467459729005753,0.3181143531387426,0.0
2880.0,0.8,-0.15410264855515787,0.31871890613713716,0.0
2920.0,0.8111111111111111,-0.16097875947118287,0.10293410752507315,0.0
2960.0,0.8222222222222222,-0.1673528626917924,0.09955802480889031,0.0
3000.0,0.8333333333333334,-0.17320508075688779,-0.09248201422661621,-0.0
3040.0,0.8444444444444444,-0.17851716369042514,-0.08017782546112968,-0.0
3080.0,0.8555555555555555,-0.183272545912448,-0.23393699548473595,-0.0
3120.0,0.8666666666666667,-0.1874563978983783,-0.21763538873324884,-0.0
3160.0,0.8777777777777778,-0.19105567242446875,-0.2564975057562821,-0.0
3200.0,0.8888888888888888,-0.1940591452551993,-0.17317232926595993,-0.0
3240.0,0.9,-0.19645745014573776,-0.18241080496566256,-0.0
3280.0,0.9111111111111111,-0.19824310805030834,-0.09395564954166641,-0.0
3320.0,0.9222222222222223,-0.19941055044538405,-0.07489645793725178,-0.0
3360.0,0.9333333333333333,-0.19995613669496912,0.03334015930685881,0.0
3400.0,0.9444444444444444,-0.19987816540381917,-0.06402738158308126,-0.0
3440.0,0.9555555555555556,-0.1991768797231941,0.1003016448110171,0.0
3480.0,0.9666666666666667,-0.19785446659259764,0.014090422733595127,0.0
3520.0,0.9777777777777777,-0.1959150499198688,0.10833827406567237,0.0
3560.0,0.9888888888888889,-0.19336467772089186,-0.01635180436682546,-0.0
3600.0,1.0,-0.19021130325903074,-0.047470968725678096,-0.0
3640.0,1.011111111111111,-0.18646476024310246,-0.12640720298334696,-0.0
3680.0,1.0222222222222221,-0.18213673216123544,-0.055462160799256546,-0.0
