time_s,time_h,signal_clean,signal_noisy,signal_noisy_resolved
0.0,0.0,0.0,,
20.0,0.005555555555555556,0.07460696614945643,,
40.0,0.011111111111111112,0.1445261022305146,,
60.0,0.016666666666666666,0.2053641317786066,,
80.0,0.022222222222222223,0.25329837765060453,-0.2643930127957508,-0.0
100.0,0.027777777777777776,0.285316954888546,-0.023108616496317385,-0.0
120.0,0.03333333333333333,0.2994080185284815,0.10939934140607704,0.0
140.0,0.03888888888888889,0.2946861752186066,0.2707478113748546,0.0
160.0,0.044444444444444446,0.2714481157398058,0.18443855855295008,0.0
180.0,0.05,0.23115397283273675,0.4036049654728116,0.0
200.0,0.05555555555555555,0.17633557568774197,0.28732906234898137,0.0
220.0,0.06111111111111111,0.11043736580540332,0.14742468372530912,0.0
240.0,0.06666666666666667,0.03759997006929123,-0.010565969776751283,-0.0
260.0,0.07222222222222222,-0.037599970069291284,-0.04230924836552816,-0.0
280.0,0.07777777777777778,-0.11043736580540338,-0.19087619011797366,-0.0
300.0,0.08333333333333333,-0.176335575687742,-0.491142031427843,-0.0
320.0,0.08888888888888889,-0.2311539728327368,-0.6368256612040748,-1.0
340.0,0.09444444444444444,-0.2714481157398058,-0.6384364378737165,-1.0
360.0,0.1,-0.2946861752186066,-0.7205222552148621,-1.0
380.0,0.10555555555555556,-0.2994080185284815,-0.6989476566931933,-1.0
400.0,0.1111111111111111,-0.2853169548885461,-0.5292589519417951,-1.0
420.0,0.11666666666666667,-0.2532983776506045,-0.3132702478615681,-0.0
440.0,0.12222222222222222,-0.2053641317786065,-0.4378236842001132,-0.0
460.0,0.12777777777777777,-0.1445261022305146,-0.21600018473105737,-0.0
480.0,0.13333333333333333,-0.07460696614945635,0.0053763631888949425,0.0
500.0,0.1388888888888889,-7.347880794884119e-17,-0.02581381316513863,-0.0
520.0,0.14444444444444443,0.07460696614945646,-0.006724682585953598,-0.0
540.0,0.15,0.14452610223051468,-0.0052595373748460916,-0.0
560.0,0.15555555555555556,0.20536413177860657,0.12736545444594322,0.0
580.0,0.16111111111111112,0.25329837765060453,0.11624959468064351,0.0
600.0,0.16666666666666666,0.28531695488854614,0.12052651706593892,0.0
620.0,0.17222222222222222,0.2994080185284815,0.23770335808104098,0.0
640.0,0.17777777777777778,0.29468617521860657,0.08182188060494255,0.0
660.0,0.18333333333333332,0.27144811573980576,0.13974667303329655,0.0
680.0,0.18888888888888888,0.2311539728327369,0.21244601747896266,0.0
700.0,0.19444444444444445,0.176335575687742,0.25275119314037675,0.0
720.0,0.2,0.11043736580540339,0.24318750745824255,0.0
740.0,0.20555555555555555,0.037599970069291166,0.13519288336805793,0.0
760.0,0.2111111111111111,-0.03759997006929148,0.1534151044016992,0.0
780.0,0.21666666666666667,-0.11043736580540367,-0.06378853603606617,-0.0
800.0,0.2222222222222222,-0.17633557568774183,-0.1801123323025566,-0.0
820.0,0.22777777777777777,-0.23115397283273675,-0.32199686171514746,-0.0
840.0,0.23333333333333334,-0.2714481157398059,-0.2971218831935369,-0.0
860.0,0.2388888888888889,-0.2946861752186066,-0.2917745406356705,-0.0
880.0,0.24444444444444444,-0.2994080185284814,-0.19341126167199194,-0.0
900.0,0.25,-0.28531695488854614,-0.3523597505123694,-0.0
920.0,0.25555555555555554,-0.25329837765060453,-0.39693643707518356,-0.0
940.0,0.2611111111111111,-0.20536413177860655,-0.3153972168524855,-0.0
960.0,0.26666666666666666,-0.14452610223051443,-0.11621280248623655,-0.0
980.0,0.2722222222222222,-0.07460696614945617,0.08472576229075857,0.0
1000.0,0.2777777777777778,-1.4695761589768238e-16,0.24460382542361098,0.0
1020.0,0.2833333333333333,0.07460696614945639,0.14886590823536236,0.0
1040.0,0.28888888888888886,0.14452610223051462,0.28452994781794033,0.0
1060.0,0.29444444444444445,0.2053641317786067,0.3513891758265145,0.0
1080.0,0.3,0.25329837765060464,0.5652212656637244,1.0
1100.0,0.3055555555555556,0.285316954888546,0.8361713237325034,1.0
1120.0,0.3111111111111111,0.2994080185284815,0.6039197844564436,1.0
1140.0,0.31666666666666665,0.29468617521860657,0.552473243154572,1.0
1160.0,0.32222222222222224,0.2714481157398058,0.6205026690231381,1.0
1180.0,0.3277777777777778,0.2311539728327366,0.5768138674067259,1.0
1200.0,0.3333333333333333,0.17633557568774164,0.6447853573954447,1.0
1220.0,0.3388888888888889,0.11043736580540346,0.5531138526558784,1.0
1240.0,0.34444444444444444,0.03759997006929124,0.27963289526183527,0.0
1260.0,0.35,-0.03759997006929141,0.18863953489523416,0.0
1280.0,0.35555555555555557,-0.1104373658054036,0.07847012565660864,0.0
1300.0,0.3611111111111111,-0.17633557568774177,0.2811773180091085,0.0
1320.0,0.36666666666666664,-0.23115397283273703,0.35438012311457256,0.0
1340.0,0.37222222222222223,-0.2714481157398059,0.2897104997071023,0.0
1360.0,0.37777777777777777,-0.2946861752186065,0.12836942105104823,0.0
1380.0,0.38333333333333336,-0.2994080185284815,0.07107626343717648,0.0
1400.0,0.3888888888888889,-0.28531695488854614,0.17049010014031563,0.0
1420.0,0.39444444444444443,-0.25329837765060426,0.19621056287348435,0.0
1440.0,0.4,-0.2053641317786066,0.24522082399827352,0.0
1460.0,0.40555555555555556,-0.14452610223051401,0.21627700356463414,0.0
1480.0,0.4111111111111111,-0.07460696614945622,0.14580125873707755,0.0
1500.0,0.4166666666666667,-2.2043642384652356e-16,0.0954108600981215,0.0
1520.0,0.4222222222222222,0.07460696614945683,0.02694609032334925,0.0
1540.0,0.42777777777777776,0.14452610223051457,0.2342838276195679,0.0
1560.0,0.43333333333333335,0.20536413177860705,0.3041913187999596,0.0
1580.0,0.4388888888888889,0.2532983776506046,0.23402957860639864,0.0
1600.0,0.4444444444444444,0.28531695488854597,0.37856869470666027,0.0
1620.0,0.45,0.2994080185284815,0.3696599945762855,0.0
1640.0,0.45555555555555555,0.2946861752186066,0.30862699526075654,0.0
1660.0,0.46111111111111114,0.2714481157398056,0.23639869629683627,0.0
1680.0,0.4666666666666667,0.23115397283273664,0.2896943876341516,0.0
1700.0,0.4722222222222222,0.17633557568774214,0.22220389704201138,0.0
1720.0,0.4777777777777778,0.11043736580540302,0.07964477123272884,0.0
1740.0,0.48333333333333334,0.03759997006929132,-0.04696987476367265,-0.0
1760.0,0.4888888888888889,-0.03759997006929186,-0.15182791395788783,-0.0
1780.0,0.49444444444444446,-0.11043736580540355,-0.28360415351754115,-0.0
1800.0,0.5,-0.17633557568774175,-0.3200311867948019,-0.0
1820.0,0.5055555555555555,-0.231153972832737,-0.25565513583116084,-0.0
1840.0,0.5111111111111111,-0.2714481157398058,-0.20865905031191417,-0.0
1860.0,0.5166666666666667,-0.2946861752186067,-0.25627945112309863,-0.0
1880.0,0.5222222222222223,-0.2994080185284815,-0.10364337547143031,-0.0
1900.0,0.5277777777777778,-0.28531695488854614,-0.019730735147321272,-0.0
1920.0,0.5333333333333333,-0.2532983776506043,-0.11528898771337352,-0.0
1940.0,0.5388888888888889,-0.20536413177860666,-0.01748324165379256,-0.0
1960.0,0.5444444444444444,-0.14452610223051407,-0.02775712024377886,-0.0
1980.0,0.55,-0.0746069661494563,-0.00814721600691033,-0.0
2000.0,0.5555555555555556,-2.9391523179536476e-16,0.10199871093137025,0.0
2020.0,0.5611111111111111,0.07460696614945676,0.23506210009978604,0.0
