time_s,time_h,signal_clean,signal_noisy,signal_noisy_resolved
0.0,0.0,0.0,,
10.0,0.002777777777777778,0.03759997006929128,,
20.0,0.005555555555555556,0.07460696614945643,,
30.0,0.008333333333333333,0.11043736580540339,,
40.0,0.011111111111111112,0.1445261022305146,0.033957748027758555,0.0
50.0,0.013888888888888888,0.17633557568774194,0.14336485554649056,0.0
60.0,0.016666666666666666,0.2053641317786066,0.09754304754192944,0.0
70.0,0.019444444444444445,0.23115397283273675,0.22741501750756182,0.0
80.0,0.022222222222222223,0.25329837765060453,0.3999098795005984,0.0
90.0,0.025,0.2714481157398059,0.4387260346611156,0.0
100.0,0.027777777777777776,0.285316954888546,0.38824175020852764,0.0
110.0,0.030555555555555555,0.2946861752186066,0.4466915622482825,0.0
120.0,0.03333333333333333,0.2994080185284815,0.4509099967019533,0.0
130.0,0.03611111111111111,0.2994080185284815,0.3826319881667425,0.0
140.0,0.03888888888888889,0.2946861752186066,0.3776433496301671,0.0
150.0,0.041666666666666664,0.285316954888546,0.525976126262889,1.0
160.0,0.044444444444444446,0.2714481157398058,0.5200034207610831,1.0
170.0,0.04722222222222222,0.25329837765060453,0.3979040626839099,0.0
180.0,0.05,0.23115397283273675,0.3044892203555977,0.0
190.0,0.05277777777777778,0.20536413177860655,0.40381523523287466,0.0
200.0,0.05555555555555555,0.17633557568774197,0.376799811804041,0.0
210.0,0.058333333333333334,0.14452610223051457,0.3634610391312206,0.0
220.0,0.06111111111111111,0.11043736580540332,0.3446285227524269,0.0
230.0,0.06388888888888888,0.07460696614945644,0.19822060073136016,0.0
240.0,0.06666666666666667,0.03759997006929123,0.028128832237425867,0.0
250.0,0.06944444444444445,3.6739403974420595e-17,-0.04637768843954541,-0.0
260.0,0.07222222222222222,-0.037599970069291284,-0.05218968325426432,-0.0
270.0,0.075,-0.0746069661494565,-0.10126531235040358,-0.0
280.0,0.07777777777777778,-0.11043736580540338,-0.1690595877119109,-0.0
290.0,0.08055555555555556,-0.1445261022305146,-0.1956617972454141,-0.0
300.0,0.08333333333333333,-0.176335575687742,-0.28175890684266286,-0.0
310.0,0.08611111111111111,-0.2053641317786066,-0.2886931238245522,-0.0
320.0,0.08888888888888889,-0.2311539728327368,-0.25953704088326723,-0.0
330.0,0.09166666666666666,-0.2532983776506046,-0.3330937724038365,-0.0
340.0,0.09444444444444444,-0.2714481157398058,-0.24108523377291835,-0.0
350.0,0.09722222222222222,-0.285316954888546,-0.2159312950186424,-0.0
360.0,0.1,-0.2946861752186066,-0.2661566727363192,-0.0
370.0,0.10277777777777777,-0.2994080185284815,-0.32560216552931487,-0.0
380.0,0.10555555555555556,-0.2994080185284815,-0.3522810340098774,-0.0
390.0,0.10833333333333334,-0.29468617521860657,-0.1622322981004633,-0.0
400.0,0.1111111111111111,-0.2853169548885461,-0.09531621306396798,-0.0
410.0,0.11388888888888889,-0.2714481157398059,0.09391755133419963,0.0
420.0,0.11666666666666667,-0.2532983776506045,0.17984230340777108,0.0
430.0,0.11944444444444445,-0.2311539728327367,0.06426376880046744,0.0
440.0,0.12222222222222222,-0.2053641317786065,0.03374901634728632,0.0
450.0,0.125,-0.176335575687742,0.12418143260930131,0.0
460.0,0.12777777777777777,-0.1445261022305146,0.2370544842694553,0.0
470.0,0.13055555555555556,-0.11043736580540335,0.2596266793736005,0.0
480.0,0.13333333333333333,-0.07460696614945635,0.18773488138697728,0.0
490.0,0.1361111111111111,-0.03759997006929113,0.08701948823017705,0.0
500.0,0.1388888888888889,-7.347880794884119e-17,0.1034801796614278,0.0
510.0,0.14166666666666666,0.03759997006929125,0.1294936947257078,0.0
520.0,0.14444444444444443,0.07460696614945646,0.15644768873516726,0.0
530.0,0.14722222222222223,0.11043736580540346,0.1139624193143099,0.0
540.0,0.15,0.14452610223051468,0.13408274364459583,0.0
550.0,0.1527777777777778,0.17633557568774186,0.04402777384922116,0.0
560.0,0.15555555555555556,0.20536413177860657,-0.03597788635740437,-0.0
570.0,0.15833333333333333,0.23115397283273675,-0.07709782707101166,-0.0
580.0,0.16111111111111112,0.25329837765060453,0.03911860395725328,0.0
590.0,0.1638888888888889,0.2714481157398059,0.08254311479228539,0.0
600.0,0.16666666666666666,0.28531695488854614,0.05977085060596706,0.0
610.0,0.16944444444444445,0.29468617521860657,0.12333670086801736,0.0
620.0,0.17222222222222222,0.2994080185284815,0.0716402539869745,0.0
630.0,0.175,0.2994080185284815,0.05507099758568328,0.0
640.0,0.17777777777777778,0.29468617521860657,0.07441054240525705,0.0
650.0,0.18055555555555555,0.2853169548885461,0.043292647694328154,0.0
660.0,0.18333333333333332,0.27144811573980576,0.09688775699312413,0.0
670.0,0.18611111111111112,0.25329837765060453,0.07744694941260938,0.0
680.0,0.18888888888888888,0.2311539728327369,-0.12306003249224548,-0.0
690.0,0.19166666666666668,0.20536413177860652,0.013012791359913671,0.0
